ds,unique_id,y
1993-06-01,Transportation and Warehousing: Pipeline Transportation,59.4
1993-07-01,Transportation and Warehousing: Pipeline Transportation,59.5
1993-08-01,Transportation and Warehousing: Pipeline Transportation,59.3
1993-09-01,Transportation and Warehousing: Pipeline Transportation,58.8
1993-10-01,Transportation and Warehousing: Pipeline Transportation,58.3
1993-11-01,Transportation and Warehousing: Pipeline Transportation,58
1993-12-01,Transportation and Warehousing: Pipeline Transportation,57.7
1994-01-01,Transportation and Warehousing: Pipeline Transportation,57.5
1994-02-01,Transportation and Warehousing: Pipeline Transportation,57.4
1994-03-01,Transportation and Warehousing: Pipeline Transportation,57.2
1994-04-01,Transportation and Warehousing: Pipeline Transportation,57
1994-05-01,Transportation and Warehousing: Pipeline Transportation,57.1
1994-06-01,Transportation and Warehousing: Pipeline Transportation,57.9
1994-07-01,Transportation and Warehousing: Pipeline Transportation,57.6
1994-08-01,Transportation and Warehousing: Pipeline Transportation,57.6
1994-09-01,Transportation and Warehousing: Pipeline Transportation,56.5
1994-10-01,Transportation and Warehousing: Pipeline Transportation,56.3
1994-11-01,Transportation and Warehousing: Pipeline Transportation,56.2
1994-12-01,Transportation and Warehousing: Pipeline Transportation,55.9
1995-01-01,Transportation and Warehousing: Pipeline Transportation,54.9
1995-02-01,Transportation and Warehousing: Pipeline Transportation,54.1
1995-03-01,Transportation and Warehousing: Pipeline Transportation,53.9
1995-04-01,Transportation and Warehousing: Pipeline Transportation,53.9
1995-05-01,Transportation and Warehousing: Pipeline Transportation,53.8
1995-06-01,Transportation and Warehousing: Pipeline Transportation,54.2
1995-07-01,Transportation and Warehousing: Pipeline Transportation,53.9
1995-08-01,Transportation and Warehousing: Pipeline Transportation,53.7
1995-09-01,Transportation and Warehousing: Pipeline Transportation,52.8
1995-10-01,Transportation and Warehousing: Pipeline Transportation,52.8
1995-11-01,Transportation and Warehousing: Pipeline Transportation,52.6
1995-12-01,Transportation and Warehousing: Pipeline Transportation,52.4
1996-01-01,Transportation and Warehousing: Pipeline Transportation,52
1996-02-01,Transportation and Warehousing: Pipeline Transportation,51.7
1996-03-01,Transportation and Warehousing: Pipeline Transportation,51.4
1996-04-01,Transportation and Warehousing: Pipeline Transportation,51.3
1996-05-01,Transportation and Warehousing: Pipeline Transportation,51.4
1996-06-01,Transportation and Warehousing: Pipeline Transportation,52.1
1996-07-01,Transportation and Warehousing: Pipeline Transportation,52
1996-08-01,Transportation and Warehousing: Pipeline Transportation,51.8
1996-09-01,Transportation and Warehousing: Pipeline Transportation,50.9
1996-10-01,Transportation and Warehousing: Pipeline Transportation,50.8
1996-11-01,Transportation and Warehousing: Pipeline Transportation,50.7
1996-12-01,Transportation and Warehousing: Pipeline Transportation,50.7
1997-01-01,Transportation and Warehousing: Pipeline Transportation,50.4
1997-02-01,Transportation and Warehousing: Pipeline Transportation,50.3
1997-03-01,Transportation and Warehousing: Pipeline Transportation,50.3
1997-04-01,Transportation and Warehousing: Pipeline Transportation,50
1997-05-01,Transportation and Warehousing: Pipeline Transportation,50
1997-06-01,Transportation and Warehousing: Pipeline Transportation,50.4
1997-07-01,Transportation and Warehousing: Pipeline Transportation,50.4
1997-08-01,Transportation and Warehousing: Pipeline Transportation,49.9
1997-09-01,Transportation and Warehousing: Pipeline Transportation,48.9
1997-10-01,Transportation and Warehousing: Pipeline Transportation,48.6
1997-11-01,Transportation and Warehousing: Pipeline Transportation,48.4
1997-12-01,Transportation and Warehousing: Pipeline Transportation,48.2
1998-01-01,Transportation and Warehousing: Pipeline Transportation,48.4
1998-02-01,Transportation and Warehousing: Pipeline Transportation,48.1
1998-03-01,Transportation and Warehousing: Pipeline Transportation,48.1
1998-04-01,Transportation and Warehousing: Pipeline Transportation,47.9
1998-05-01,Transportation and Warehousing: Pipeline Transportation,48
1998-06-01,Transportation and Warehousing: Pipeline Transportation,48.6
1998-07-01,Transportation and Warehousing: Pipeline Transportation,49
1998-08-01,Transportation and Warehousing: Pipeline Transportation,48.6
1998-09-01,Transportation and Warehousing: Pipeline Transportation,47.7
1998-10-01,Transportation and Warehousing: Pipeline Transportation,47.5
1998-11-01,Transportation and Warehousing: Pipeline Transportation,47.8
1998-12-01,Transportation and Warehousing: Pipeline Transportation,47.7
1999-01-01,Transportation and Warehousing: Pipeline Transportation,47.3
1999-02-01,Transportation and Warehousing: Pipeline Transportation,47.2
1999-03-01,Transportation and Warehousing: Pipeline Transportation,47.1
1999-04-01,Transportation and Warehousing: Pipeline Transportation,46.9
1999-05-01,Transportation and Warehousing: Pipeline Transportation,46.8
1999-06-01,Transportation and Warehousing: Pipeline Transportation,47.2
1999-07-01,Transportation and Warehousing: Pipeline Transportation,47.2
1999-08-01,Transportation and Warehousing: Pipeline Transportation,46.8
1999-09-01,Transportation and Warehousing: Pipeline Transportation,46.5
1999-10-01,Transportation and Warehousing: Pipeline Transportation,46.4
1999-11-01,Transportation and Warehousing: Pipeline Transportation,46.5
1999-12-01,Transportation and Warehousing: Pipeline Transportation,46.9
2000-01-01,Transportation and Warehousing: Pipeline Transportation,46.5
2000-02-01,Transportation and Warehousing: Pipeline Transportation,46.4
2000-03-01,Transportation and Warehousing: Pipeline Transportation,45.8
2000-04-01,Transportation and Warehousing: Pipeline Transportation,45.7
2000-05-01,Transportation and Warehousing: Pipeline Transportation,45.5
2000-06-01,Transportation and Warehousing: Pipeline Transportation,45.9
2000-07-01,Transportation and Warehousing: Pipeline Transportation,46.1
2000-08-01,Transportation and Warehousing: Pipeline Transportation,46.1
2000-09-01,Transportation and Warehousing: Pipeline Transportation,45.7
2000-10-01,Transportation and Warehousing: Pipeline Transportation,45.9
2000-11-01,Transportation and Warehousing: Pipeline Transportation,46
2000-12-01,Transportation and Warehousing: Pipeline Transportation,46.2
2001-01-01,Transportation and Warehousing: Pipeline Transportation,46.1
2001-02-01,Transportation and Warehousing: Pipeline Transportation,46
2001-03-01,Transportation and Warehousing: Pipeline Transportation,45.5
2001-04-01,Transportation and Warehousing: Pipeline Transportation,45
2001-05-01,Transportation and Warehousing: Pipeline Transportation,45
2001-06-01,Transportation and Warehousing: Pipeline Transportation,45.1
2001-07-01,Transportation and Warehousing: Pipeline Transportation,45.4
2001-08-01,Transportation and Warehousing: Pipeline Transportation,45.9
2001-09-01,Transportation and Warehousing: Pipeline Transportation,45.3
2001-10-01,Transportation and Warehousing: Pipeline Transportation,45.5
2001-11-01,Transportation and Warehousing: Pipeline Transportation,45.8
2001-12-01,Transportation and Warehousing: Pipeline Transportation,43.8
2002-01-01,Transportation and Warehousing: Pipeline Transportation,43.4
2002-02-01,Transportation and Warehousing: Pipeline Transportation,42.7
2002-03-01,Transportation and Warehousing: Pipeline Transportation,42.4
2002-04-01,Transportation and Warehousing: Pipeline Transportation,42.2
2002-05-01,Transportation and Warehousing: Pipeline Transportation,41.6
2002-06-01,Transportation and Warehousing: Pipeline Transportation,41.8
2002-07-01,Transportation and Warehousing: Pipeline Transportation,41.5
2002-08-01,Transportation and Warehousing: Pipeline Transportation,41.4
2002-09-01,Transportation and Warehousing: Pipeline Transportation,40.9
2002-10-01,Transportation and Warehousing: Pipeline Transportation,41
2002-11-01,Transportation and Warehousing: Pipeline Transportation,40.8
2002-12-01,Transportation and Warehousing: Pipeline Transportation,41.2
2003-01-01,Transportation and Warehousing: Pipeline Transportation,41.1
2003-02-01,Transportation and Warehousing: Pipeline Transportation,40.5
2003-03-01,Transportation and Warehousing: Pipeline Transportation,40.8
2003-04-01,Transportation and Warehousing: Pipeline Transportation,40.8
2003-05-01,Transportation and Warehousing: Pipeline Transportation,40.7
2003-06-01,Transportation and Warehousing: Pipeline Transportation,40.7
2003-07-01,Transportation and Warehousing: Pipeline Transportation,40.6
2003-08-01,Transportation and Warehousing: Pipeline Transportation,39.8
2003-09-01,Transportation and Warehousing: Pipeline Transportation,39.4
2003-10-01,Transportation and Warehousing: Pipeline Transportation,39.2
2003-11-01,Transportation and Warehousing: Pipeline Transportation,39.2
2003-12-01,Transportation and Warehousing: Pipeline Transportation,39.3
2004-01-01,Transportation and Warehousing: Pipeline Transportation,38.7
2004-02-01,Transportation and Warehousing: Pipeline Transportation,38.4
2004-03-01,Transportation and Warehousing: Pipeline Transportation,38.2
2004-04-01,Transportation and Warehousing: Pipeline Transportation,38.3
2004-05-01,Transportation and Warehousing: Pipeline Transportation,38.5
2004-06-01,Transportation and Warehousing: Pipeline Transportation,38.7
2004-07-01,Transportation and Warehousing: Pipeline Transportation,39.2
2004-08-01,Transportation and Warehousing: Pipeline Transportation,38.6
2004-09-01,Transportation and Warehousing: Pipeline Transportation,38.3
2004-10-01,Transportation and Warehousing: Pipeline Transportation,38.1
2004-11-01,Transportation and Warehousing: Pipeline Transportation,37.9
2004-12-01,Transportation and Warehousing: Pipeline Transportation,37.5
2005-01-01,Transportation and Warehousing: Pipeline Transportation,38.1
2005-02-01,Transportation and Warehousing: Pipeline Transportation,37.7
2005-03-01,Transportation and Warehousing: Pipeline Transportation,37.6
2005-04-01,Transportation and Warehousing: Pipeline Transportation,37.8
2005-05-01,Transportation and Warehousing: Pipeline Transportation,37.5
2005-06-01,Transportation and Warehousing: Pipeline Transportation,37.8
2005-07-01,Transportation and Warehousing: Pipeline Transportation,37.9
2005-08-01,Transportation and Warehousing: Pipeline Transportation,38.3
2005-09-01,Transportation and Warehousing: Pipeline Transportation,38.2
2005-10-01,Transportation and Warehousing: Pipeline Transportation,37.8
2005-11-01,Transportation and Warehousing: Pipeline Transportation,37.6
2005-12-01,Transportation and Warehousing: Pipeline Transportation,37.6
2006-01-01,Transportation and Warehousing: Pipeline Transportation,38.2
2006-02-01,Transportation and Warehousing: Pipeline Transportation,38
2006-03-01,Transportation and Warehousing: Pipeline Transportation,38.3
2006-04-01,Transportation and Warehousing: Pipeline Transportation,38.3
2006-05-01,Transportation and Warehousing: Pipeline Transportation,38.6
2006-06-01,Transportation and Warehousing: Pipeline Transportation,38.8
2006-07-01,Transportation and Warehousing: Pipeline Transportation,39.3
2006-08-01,Transportation and Warehousing: Pipeline Transportation,39.4
2006-09-01,Transportation and Warehousing: Pipeline Transportation,38.6
2006-10-01,Transportation and Warehousing: Pipeline Transportation,39.2
2006-11-01,Transportation and Warehousing: Pipeline Transportation,39
2006-12-01,Transportation and Warehousing: Pipeline Transportation,39
2007-01-01,Transportation and Warehousing: Pipeline Transportation,39.8
2007-02-01,Transportation and Warehousing: Pipeline Transportation,39.9
2007-03-01,Transportation and Warehousing: Pipeline Transportation,39.9
2007-04-01,Transportation and Warehousing: Pipeline Transportation,39.4
2007-05-01,Transportation and Warehousing: Pipeline Transportation,39.8
2007-06-01,Transportation and Warehousing: Pipeline Transportation,39.9
2007-07-01,Transportation and Warehousing: Pipeline Transportation,40.1
2007-08-01,Transportation and Warehousing: Pipeline Transportation,40.1
2007-09-01,Transportation and Warehousing: Pipeline Transportation,39.6
2007-10-01,Transportation and Warehousing: Pipeline Transportation,40
2007-11-01,Transportation and Warehousing: Pipeline Transportation,40.2
2007-12-01,Transportation and Warehousing: Pipeline Transportation,40.5
2008-01-01,Transportation and Warehousing: Pipeline Transportation,40.3
2008-02-01,Transportation and Warehousing: Pipeline Transportation,40.4
2008-03-01,Transportation and Warehousing: Pipeline Transportation,40.5
2008-04-01,Transportation and Warehousing: Pipeline Transportation,40.4
2008-05-01,Transportation and Warehousing: Pipeline Transportation,41.5
2008-06-01,Transportation and Warehousing: Pipeline Transportation,42.4
2008-07-01,Transportation and Warehousing: Pipeline Transportation,42.9
2008-08-01,Transportation and Warehousing: Pipeline Transportation,42.3
2008-09-01,Transportation and Warehousing: Pipeline Transportation,42.5
2008-10-01,Transportation and Warehousing: Pipeline Transportation,42.3
2008-11-01,Transportation and Warehousing: Pipeline Transportation,42.5
2008-12-01,Transportation and Warehousing: Pipeline Transportation,42.7
